25
13	0.000000	94.107397	97.788332	98.862950	99.178493	100.361350	99.894080	100.351925	99.032831	101.350469	96.614809	97.256535	100.068087	93.830003	95.630532	95.755296	103.669763	102.333825	98.507224	103.202573	105.785584	102.469518	107.106527	106.777765	109.858120	
8	94.107397	0.000000	94.065717	91.841735	94.609163	92.497340	95.155936	93.768013	94.046716	93.295885	95.573172	93.880573	97.131568	92.635034	94.173556	93.984127	100.872792	101.116476	97.216332	100.943035	102.353748	101.313646	108.518947	105.273369	108.611132	
15	97.788332	94.065717	0.000000	35.240212	37.476434	34.143840	36.937105	75.831479	75.001026	76.459666	98.510120	95.936851	98.427458	99.395249	100.383392	100.707844	110.719857	110.111207	102.861703	106.813816	104.465380	103.180653	112.509035	109.326314	112.287217	
21	98.862950	91.841735	35.240212	0.000000	14.538603	11.102813	22.846830	74.575437	74.634898	75.871166	100.385858	95.620959	99.953392	99.130338	101.054385	101.378837	108.778663	107.396529	102.270894	107.847149	104.790055	101.148980	111.343209	107.610598	109.943603	
7	99.178493	94.609163	37.476434	14.538603	0.000000	16.573532	26.060626	76.079246	76.418437	77.866581	99.122907	97.049604	100.742511	100.162566	101.478847	101.803299	110.498004	109.294647	104.724774	108.051889	107.939673	103.699077	112.282766	110.614844	111.207387	
19	100.361350	92.497340	34.143840	11.102813	16.573532	0.000000	22.755187	75.816477	75.569312	76.824713	100.084303	96.164817	99.625352	100.016398	101.213370	101.537822	110.251056	108.976847	103.434395	107.550981	103.738676	101.513600	112.249252	108.270425	109.655165	
4	99.894080	95.155936	36.937105	22.846830	26.060626	22.755187	0.000000	78.144901	77.831420	78.834982	102.111313	97.818025	100.929669	100.689252	102.586257	102.735326	112.102585	109.594549	104.142829	107.870919	107.046020	104.220970	112.340870	109.332960	110.044576	
14	100.351925	93.768013	75.831479	74.575437	76.079246	75.816477	78.144901	0.000000	30.968156	31.150549	95.543632	94.632245	97.869037	99.028157	99.268154	99.713670	111.115734	111.167624	107.635535	109.296613	107.414186	104.922943	111.498447	109.276067	111.451149	
24	99.032831	94.046716	75.001026	74.634898	76.418437	75.569312	77.831420	30.968156	0.000000	9.236813	96.053153	94.683764	97.398991	99.501201	100.295953	100.813535	108.105536	108.077642	104.554491	107.595353	105.016434	104.891905	108.879229	108.087972	111.474184	
12	101.350469	93.295885	76.459666	75.871166	77.866581	76.824713	78.834982	31.150549	9.236813	0.000000	95.873642	93.584794	97.422287	99.363413	100.147371	100.664953	107.756190	107.108487	103.483791	105.528428	105.126893	105.017746	110.398575	108.099191	111.072942	
17	96.614809	95.573172	98.510120	100.385858	99.122907	100.084303	102.111313	95.543632	96.053153	95.873642	0.000000	86.883000	90.829886	99.758083	101.658911	101.917856	103.070783	102.867827	102.670949	106.147238	106.733378	103.835406	114.090559	108.705749	110.724621	
22	97.256535	93.880573	95.936851	95.620959	97.049604	96.164817	97.818025	94.632245	94.683764	93.584794	86.883000	0.000000	68.190495	98.621438	97.832429	98.222389	103.649804	105.041358	101.209702	105.100093	104.170270	100.470526	112.472428	108.652216	114.602213	
6	100.068087	97.131568	98.427458	99.953392	100.742511	99.625352	100.929669	97.869037	97.398991	97.422287	90.829886	68.190495	0.000000	96.841302	98.895406	98.857904	106.740410	106.825895	103.799294	108.215861	107.185548	105.342164	111.077373	112.334052	115.281206	
23	93.830003	92.635034	99.395249	99.130338	100.162566	100.016398	100.689252	99.028157	99.501201	99.363413	99.758083	98.621438	96.841302	0.000000	60.398852	59.777954	101.680017	102.510334	95.856989	100.917054	103.949423	101.456977	109.231235	104.213689	107.650725	
11	95.630532	94.173556	100.383392	101.054385	101.478847	101.213370	102.586257	99.268154	100.295953	100.147371	101.658911	97.832429	98.895406	60.398852	0.000000	0.758086	104.788645	105.340728	99.125252	102.378604	103.837750	99.539207	108.248423	102.842935	104.650274	
2	95.755296	93.984127	100.707844	101.378837	101.803299	101.537822	102.735326	99.713670	100.813535	100.664953	101.917856	98.222389	98.857904	59.777954	0.758086	0.000000	105.113097	105.843184	99.390755	102.467724	104.193452	99.919215	108.486069	103.107052	105.030281	
9	103.669763	100.872792	110.719857	108.778663	110.498004	110.251056	112.102585	111.115734	108.105536	107.756190	103.070783	103.649804	106.740410	101.680017	104.788645	105.113097	0.000000	37.469372	54.019272	84.097120	105.396176	102.425045	110.303245	107.170796	107.424938	
10	102.333825	101.116476	110.111207	107.396529	109.294647	108.976847	109.594549	111.167624	108.077642	107.108487	102.867827	105.041358	106.825895	102.510334	105.340728	105.843184	37.469372	0.000000	55.791562	84.711176	103.844706	101.945350	110.732664	109.811108	109.998021	
16	98.507224	97.216332	102.861703	102.270894	104.724774	103.434395	104.142829	107.635535	104.554491	103.483791	102.670949	101.209702	103.799294	95.856989	99.125252	99.390755	54.019272	55.791562	0.000000	77.041890	99.091708	98.011814	107.287623	103.523648	102.644882	
5	103.202573	100.943035	106.813816	107.847149	108.051889	107.550981	107.870919	109.296613	107.595353	105.528428	106.147238	105.100093	108.215861	100.917054	102.378604	102.467724	84.097120	84.711176	77.041890	0.000000	102.805618	101.344271	109.289385	105.641749	106.075225	
18	105.785584	102.353748	104.465380	104.790055	107.939673	103.738676	107.046020	107.414186	105.016434	105.126893	106.733378	104.170270	107.185548	103.949423	103.837750	104.193452	105.396176	103.844706	99.091708	102.805618	0.000000	45.507664	114.484005	107.022094	109.062770	
20	102.469518	101.313646	103.180653	101.148980	103.699077	101.513600	104.220970	104.922943	104.891905	105.017746	103.835406	100.470526	105.342164	101.456977	99.539207	99.919215	102.425045	101.945350	98.011814	101.344271	45.507664	0.000000	108.951323	105.014446	107.803516	
1	107.106527	108.518947	112.509035	111.343209	112.282766	112.249252	112.340870	111.498447	108.879229	110.398575	114.090559	112.472428	111.077373	109.231235	108.248423	108.486069	110.303245	110.732664	107.287623	109.289385	114.484005	108.951323	0.000000	107.886581	110.528366	
3	106.777765	105.273369	109.326314	107.610598	110.614844	108.270425	109.332960	109.276067	108.087972	108.099191	108.705749	108.652216	112.334052	104.213689	102.842935	103.107052	107.170796	109.811108	103.523648	105.641749	107.022094	105.014446	107.886581	0.000000	77.015640	
25	109.858120	108.611132	112.287217	109.943603	111.207387	109.655165	110.044576	111.451149	111.474184	111.072942	110.724621	114.602213	115.281206	107.650725	104.650274	105.030281	107.424938	109.998021	102.644882	106.075225	109.062770	107.803516	110.528366	77.015640	0.000000	
