50
49	0.000000	54.431802	61.857538	87.453915	94.266075	107.388042	105.673537	109.132302	107.639739	108.557119	107.272444	107.096238	108.733408	106.120468	103.262127	105.444589	105.966546	106.288983	104.310732	105.969836	108.606188	106.234541	104.232243	104.873059	110.432414	106.413531	107.268645	107.341115	108.105919	108.964375	109.468465	107.493491	106.516349	110.863097	105.893405	106.544518	102.338278	99.128678	99.175785	102.463733	108.479374	108.372035	103.351736	101.813272	106.352066	107.890488	103.916025	103.608850	104.801269	102.912921	
44	54.431802	0.000000	60.510127	90.059063	92.578899	105.270903	104.558677	108.359805	107.159607	106.081691	106.865302	109.221758	108.762835	106.495322	101.211639	103.496695	104.595650	103.535337	101.630449	106.685775	107.940051	106.293382	103.921927	104.698500	108.896412	106.050441	107.364386	107.364789	106.484416	107.278740	108.632231	107.820087	107.220888	111.261055	104.952970	105.345488	101.829902	98.631366	99.205678	103.305394	106.844173	105.516671	103.317515	99.717395	107.359999	110.233544	106.931214	103.993310	105.809455	102.529121	
20	61.857538	60.510127	0.000000	95.299142	96.582523	109.324222	106.398744	109.604506	108.999843	107.057749	107.825174	108.891894	109.041358	107.361256	106.063708	107.127490	107.434946	108.725187	102.507701	111.104220	111.180412	108.196011	108.009717	108.047533	113.102608	110.913789	111.783810	111.784213	109.005759	110.474099	111.217909	110.186202	110.772425	112.433647	106.465844	106.560394	105.048919	101.143744	101.974933	105.192301	110.447405	110.565148	107.207740	103.849676	108.312158	111.525292	109.107612	108.880711	109.961695	104.279463	
10	87.453915	90.059063	95.299142	0.000000	71.542092	110.593579	108.727594	110.457104	112.060182	110.639860	105.185610	106.558065	107.092200	107.677270	103.678571	107.172768	107.749397	106.743343	101.873090	108.447526	114.746637	108.408786	107.630164	108.676418	110.332441	108.657520	108.305618	108.409337	108.592008	109.763472	111.578470	110.789498	109.045326	110.318428	109.085923	108.868299	109.137867	99.706113	99.353755	104.556409	108.932902	110.613863	107.875798	100.640874	106.842613	105.901096	105.799016	107.320674	105.096910	104.194078	
6	94.266075	92.578899	96.582523	71.542092	0.000000	110.980658	110.544030	111.740568	111.443744	112.017732	109.374052	109.581843	111.236193	107.497404	106.732881	109.182983	109.520711	105.579496	103.581545	107.862484	114.730245	110.917743	109.782877	106.885514	109.229788	107.914464	109.078029	109.119248	107.280980	108.290303	111.887914	108.692336	112.376864	112.900903	112.377338	111.413295	109.104284	103.451417	102.301421	106.936335	111.765094	110.801106	107.909188	104.025958	104.759004	110.846935	109.624907	105.847651	106.477530	104.991732	
50	107.388042	105.270903	109.324222	110.593579	110.980658	0.000000	50.279328	54.989476	53.890645	53.762059	101.007982	104.070510	104.380875	101.373518	103.529159	102.468052	100.804391	104.458625	101.731427	106.903126	110.321592	109.513455	109.008773	107.050710	108.371163	108.244293	109.539701	109.530537	105.919722	105.452473	109.967333	110.434491	107.922132	110.020200	112.798219	112.623214	106.827303	100.908779	101.282620	103.476828	111.935196	112.096083	105.335210	102.504590	108.865525	111.840990	107.865513	107.706289	105.901300	105.888784	
33	105.673537	104.558677	106.398744	108.727594	110.544030	50.279328	0.000000	48.162608	46.534220	47.835707	100.067814	103.206410	102.998014	98.690158	99.664277	97.819841	95.939505	99.821936	98.514830	105.004991	107.926512	107.487189	106.514080	100.831622	103.812468	101.430511	102.853110	102.803947	102.521969	100.515252	105.676223	106.370219	102.671374	109.180430	107.600504	107.555023	101.496472	97.982315	97.645632	99.873565	108.165213	106.516026	103.616723	97.589009	103.196967	106.858725	103.951056	103.854303	102.677029	100.050698	
17	109.132302	108.359805	109.604506	110.457104	111.740568	54.989476	48.162608	0.000000	27.210456	54.455076	101.380887	103.134422	102.720919	102.205514	106.282909	104.833996	103.130912	105.151306	101.680620	109.261632	114.835186	113.358269	112.288650	107.529449	109.238252	106.548372	107.645294	107.596130	107.799991	106.728432	110.871697	110.100348	109.687364	109.995571	111.652456	110.639824	107.913233	101.738353	101.043499	104.473119	111.809496	111.933771	103.423447	104.042253	108.557527	110.199635	107.601434	107.068656	106.470782	104.619823	
46	107.639739	107.159607	108.999843	112.060182	111.443744	53.890645	46.534220	27.210456	0.000000	54.304931	102.481672	105.592894	104.860062	101.350458	106.566863	105.456834	103.636613	104.090683	101.905140	109.371458	114.064196	112.916010	111.938869	106.833842	108.108221	105.808023	107.221056	107.171892	104.935517	104.129154	110.115787	109.460792	109.510098	109.859890	110.821494	110.763045	106.410296	104.510209	104.068966	104.837253	109.337793	113.029889	102.652607	102.862332	108.611264	110.549634	109.265489	108.661052	105.339132	104.313595	
42	108.557119	106.081691	107.057749	110.639860	112.017732	53.762059	47.835707	54.455076	54.304931	0.000000	101.396817	104.287961	103.704198	104.515391	105.641283	105.481985	104.347724	104.036670	101.213411	108.640121	113.822588	112.582867	113.206837	103.057465	111.114752	106.647726	108.631464	108.652683	107.122985	106.885979	111.240600	111.619559	109.332996	112.297812	110.987630	110.805434	106.073040	103.780680	103.273929	102.987826	112.661750	112.241547	106.777284	103.264963	107.650268	109.594174	107.321202	109.998415	106.300454	104.799599	
24	107.272444	106.865302	107.825174	105.185610	109.374052	101.007982	100.067814	101.380887	102.481672	101.396817	0.000000	58.435894	57.657214	98.740307	103.045000	105.048485	105.977428	102.942096	97.802285	103.744458	107.264025	102.849241	105.937182	101.538473	104.579361	101.720616	102.408696	102.503849	103.111170	103.198301	104.274392	101.758991	101.199956	106.884281	107.448543	107.006066	103.513308	98.215293	98.704135	101.173515	109.111502	109.793027	106.670375	98.339581	103.186364	107.845902	106.004874	101.663010	106.077161	103.297389	
26	107.096238	109.221758	108.891894	106.558065	109.581843	104.070510	103.206410	103.134422	105.592894	104.287961	58.435894	0.000000	25.813053	100.556385	101.499634	105.733245	105.416251	106.478516	100.756560	104.799141	109.501943	107.703738	108.012212	102.062792	109.382147	104.583716	105.908318	106.093669	105.664060	104.957394	106.434890	102.270690	104.441275	110.647825	106.723098	106.329370	106.637157	100.710192	100.354221	104.502187	111.033465	113.585316	109.292409	102.028648	103.851150	106.500467	104.963644	107.654563	107.165443	104.027447	
22	108.733408	108.762835	109.041358	107.092200	111.236193	104.380875	102.998014	102.720919	104.860062	103.704198	57.657214	25.813053	0.000000	99.587329	103.411018	105.463253	105.883073	107.509680	101.012843	107.259364	107.299338	107.236844	108.174318	100.841410	108.826249	104.358933	105.367526	105.552878	104.909006	103.867235	105.635831	102.084921	103.344785	109.884536	106.352014	105.678738	105.091762	101.895894	101.606817	104.203422	111.012715	111.885992	109.844924	100.916662	102.959735	109.562164	107.482953	107.061895	107.107534	104.350659	
37	106.120468	106.495322	107.361256	107.677270	107.497404	101.373518	98.690158	102.205514	101.350458	104.515391	98.740307	100.556385	99.587329	0.000000	91.314895	90.745889	88.833446	90.730033	89.369439	96.087093	104.533290	102.488453	105.333087	100.816538	102.369124	102.989794	103.785839	103.656043	100.971456	100.718653	105.401235	103.656320	101.276402	105.000740	107.007781	107.377202	100.649106	95.707156	95.805768	103.003711	105.554576	103.519865	103.643469	98.280774	105.958410	106.718826	105.506051	102.385821	101.437739	101.776199	
2	103.262127	101.211639	106.063708	103.678571	106.732881	103.529159	99.664277	106.282909	106.566863	105.641283	103.045000	101.499634	103.411018	91.314895	0.000000	67.262325	64.508940	77.629376	90.018755	94.665753	102.269491	97.750569	98.588047	101.725378	106.981999	103.084355	104.510705	104.573607	105.116322	103.856362	104.071038	104.949204	100.719337	105.619690	104.820726	105.459569	103.590508	99.707754	99.454723	101.847871	106.146901	108.117119	102.051736	94.755088	102.729002	111.110694	108.030848	102.180974	105.070974	101.316501	
5	105.444589	103.496695	107.127490	107.172768	109.182983	102.468052	97.819841	104.833996	105.456834	105.481985	105.048485	105.733245	105.463253	90.745889	67.262325	0.000000	17.146023	75.990345	86.977127	96.895679	105.236277	100.318094	102.202547	103.573631	106.819426	103.671107	105.038121	105.010825	104.617783	103.952704	103.638265	103.325811	100.157223	106.840420	105.186863	105.072462	101.741552	100.338776	100.180240	98.355007	104.252586	105.371655	103.719524	97.551637	103.573309	109.080279	106.522357	101.709505	103.085626	102.056505	
36	105.966546	104.595650	107.434946	107.749397	109.520711	100.804391	95.939505	103.130912	103.636613	104.347724	105.977428	105.416251	105.883073	88.833446	64.508940	17.146023	0.000000	74.253976	84.671016	96.714541	103.638785	99.554830	100.621180	102.856068	105.488341	103.148303	104.427522	104.359410	104.194891	103.159064	104.136662	103.601600	99.101439	108.795076	107.283537	107.084713	100.946852	98.884680	98.774754	98.244169	105.599829	105.352852	103.299123	96.856296	102.915152	108.253378	104.504065	101.766488	103.071867	102.536052	
16	106.288983	103.535337	108.725187	106.743343	105.579496	104.458625	99.821936	105.151306	104.090683	104.036670	102.942096	106.478516	107.509680	90.730033	77.629376	75.990345	74.253976	0.000000	85.989292	98.150332	108.872486	104.423796	106.083593	101.354391	106.420021	101.265922	103.273833	103.234236	101.382228	101.196634	106.401830	104.915916	103.086035	105.503322	105.940632	104.401204	101.454129	93.315105	93.490108	96.800760	106.304647	105.350301	103.669926	95.218687	105.716024	109.036289	105.630790	104.672264	102.640808	103.114863	
31	104.310732	101.630449	102.507701	101.873090	103.581545	101.731427	98.514830	101.680620	101.905140	101.213411	97.802285	100.756560	101.012843	89.369439	90.018755	86.977127	84.671016	85.989292	0.000000	96.672158	103.496504	100.245887	101.498782	101.667920	101.483959	98.792419	100.285803	100.359089	97.034959	96.658526	101.379997	99.850561	97.884005	105.487609	103.485673	103.542595	102.888757	97.135791	97.007512	98.619229	105.094886	102.527517	101.736676	94.870474	100.246744	102.891370	99.946683	99.995794	102.106579	100.081300	
8	105.969836	106.685775	111.104220	108.447526	107.862484	106.903126	105.004991	109.261632	109.371458	108.640121	103.744458	104.799141	107.259364	96.087093	94.665753	96.895679	96.714541	98.150332	96.672158	0.000000	108.565899	105.999479	106.694401	107.291903	105.573594	102.665794	103.918761	103.910597	102.282363	101.332323	107.304228	107.254138	103.995526	112.312974	108.602031	108.248017	103.070007	98.154995	98.059342	102.877037	113.662168	111.241403	106.624866	97.953160	102.609171	112.176087	109.477012	102.356671	105.062764	106.540826	
47	108.606188	107.940051	111.180412	114.746637	114.730245	110.321592	107.926512	114.835186	114.064196	113.822588	107.264025	109.501943	107.299338	104.533290	102.269491	105.236277	103.638785	108.872486	103.496504	108.565899	0.000000	44.271611	45.907423	97.891425	98.072711	95.909819	97.081739	97.063825	95.930797	93.783947	97.954186	98.400127	102.868574	108.842127	109.273993	107.707967	107.456611	102.900174	102.424203	103.981929	112.314118	111.341960	108.629139	103.579922	107.530671	111.981072	110.628349	107.002240	110.831953	107.873994	
1	106.234541	106.293382	108.196011	108.408786	110.917743	109.513455	107.487189	113.358269	112.916010	112.582867	102.849241	107.703738	107.236844	102.488453	97.750569	100.318094	99.554830	104.423796	100.245887	105.999479	44.271611	0.000000	30.819053	92.340978	94.343163	90.638875	91.868121	91.800825	91.905574	90.759709	94.781298	94.098704	100.082631	105.406558	106.120012	104.842187	102.848487	100.193543	100.974142	100.995978	110.318261	106.914911	104.315000	101.492939	105.338569	105.418886	104.627386	105.774969	107.628988	103.664119	
19	104.232243	103.921927	108.009717	107.630164	109.782877	109.008773	106.514080	112.288650	111.938869	113.206837	105.937182	108.012212	108.174318	105.333087	98.588047	102.202547	100.621180	106.083593	101.498782	106.694401	45.907423	30.819053	0.000000	92.921133	93.492571	91.529732	92.966076	93.125351	91.056261	90.251488	98.077164	97.012863	101.303747	106.334213	105.356258	103.590309	104.422463	100.748777	100.138157	102.391035	108.820785	108.504178	103.880824	99.332843	104.174840	108.720468	107.169639	107.011802	107.982643	102.386684	
43	104.873059	104.698500	108.047533	108.676418	106.885514	107.050710	100.831622	107.529449	106.833842	103.057465	101.538473	102.062792	100.841410	100.816538	101.725378	103.573631	102.856068	101.354391	101.667920	107.291903	97.891425	92.340978	92.921133	0.000000	92.565033	88.770232	89.923225	89.905496	89.387722	88.762684	91.479833	90.775756	99.010160	102.500791	101.598978	100.557437	103.183449	98.597459	98.472635	101.689036	108.238267	105.961247	105.608579	95.996667	103.718125	102.590066	102.360946	105.611659	104.271787	102.349971	
4	110.432414	108.896412	113.102608	110.332441	109.229788	108.371163	103.812468	109.238252	108.108221	111.114752	104.579361	109.382147	108.826249	102.369124	106.981999	106.819426	105.488341	106.420021	101.483959	105.573594	98.072711	94.343163	93.492571	92.565033	0.000000	47.082088	48.061012	48.011849	50.079469	49.504754	82.537061	81.882585	100.978284	105.611700	106.915031	105.414310	106.606065	101.416859	101.129983	106.756430	108.324285	109.646866	105.791503	103.210148	107.390376	112.084731	110.095667	107.551419	108.262349	103.392563	
45	106.413531	106.050441	110.913789	108.657520	107.914464	108.244293	101.430511	106.548372	105.808023	106.647726	101.720616	104.583716	104.358933	102.989794	103.084355	103.671107	103.148303	101.265922	98.792419	102.665794	95.909819	90.638875	91.529732	88.770232	47.082088	0.000000	8.248207	8.321492	39.916250	38.298579	76.980427	77.707082	94.384594	103.695066	104.579356	103.274908	103.079596	97.498007	97.253371	102.388322	107.409996	106.114008	103.976457	101.524536	105.372982	107.366159	106.854205	104.261128	104.615930	102.412923	
