12
2	0.000000	154.083925	153.376640	154.001900	155.671695	153.679477	153.959974	155.861508	155.507818	154.004658	156.381795	152.574810	
4	154.083925	0.000000	142.321232	154.575313	149.048478	151.495313	152.417658	156.452107	155.453997	155.078317	155.409409	155.700896	
9	153.376640	142.321232	0.000000	150.573595	148.665003	150.683179	151.845490	158.587161	154.913805	155.202447	155.102702	154.659012	
12	154.001900	154.575313	150.573595	0.000000	124.263246	147.732932	148.619595	158.022899	158.126879	156.322651	157.035748	157.411423	
11	155.671695	149.048478	148.665003	124.263246	0.000000	144.781773	146.756148	158.713491	157.716764	157.538613	158.858502	156.980634	
8	153.679477	151.495313	150.683179	147.732932	144.781773	0.000000	100.270946	155.742160	155.443376	154.633104	156.312194	155.315740	
1	153.959974	152.417658	151.845490	148.619595	146.756148	100.270946	0.000000	157.730137	157.286092	153.042581	155.912102	156.268420	
3	155.861508	156.452107	158.587161	158.022899	158.713491	155.742160	157.730137	0.000000	87.486087	144.545372	144.894252	145.127021	
5	155.507818	155.453997	154.913805	158.126879	157.716764	155.443376	157.286092	87.486087	0.000000	142.639032	145.086546	144.145898	
7	154.004658	155.078317	155.202447	156.322651	157.538613	154.633104	153.042581	144.545372	142.639032	0.000000	56.366053	119.419732	
6	156.381795	155.409409	155.102702	157.035748	158.858502	156.312194	155.912102	144.894252	145.086546	56.366053	0.000000	121.243709	
10	152.574810	155.700896	154.659012	157.411423	156.980634	155.315740	156.268420	145.127021	144.145898	119.419732	121.243709	0.000000	
