12
3	0.000000	121.733017	124.055762	125.748358	150.881825	150.068575	151.607602	154.657026	155.492808	153.371783	152.986839	156.965979	
6	121.733017	0.000000	74.316926	112.216586	150.737789	149.703801	151.739217	154.067883	152.412856	153.042059	151.934668	153.285242	
12	124.055762	74.316926	0.000000	114.173770	150.893367	149.623053	149.811093	153.078044	151.121702	150.942047	149.101801	151.351242	
9	125.748358	112.216586	114.173770	0.000000	148.644810	148.577802	150.814020	153.025483	153.298396	151.633172	150.815211	152.380207	
4	150.881825	150.737789	150.893367	148.644810	0.000000	96.296196	151.921591	150.825219	150.431811	150.202816	150.789201	152.689113	
2	150.068575	149.703801	149.623053	148.577802	96.296196	0.000000	153.560140	153.192821	152.324974	152.029990	153.883231	153.584116	
10	151.607602	151.739217	149.811093	150.814020	151.921591	153.560140	0.000000	148.715189	151.699703	153.131365	150.410169	149.746343	
7	154.657026	154.067883	153.078044	153.025483	150.825219	153.192821	148.715189	0.000000	118.460664	152.200026	153.017140	155.913735	
1	155.492808	152.412856	151.121702	153.298396	150.431811	152.324974	151.699703	118.460664	0.000000	150.748699	153.236263	153.940375	
8	153.371783	153.042059	150.942047	151.633172	150.202816	152.029990	153.131365	152.200026	150.748699	0.000000	152.241268	151.361214	
5	152.986839	151.934668	149.101801	150.815211	150.789201	153.883231	150.410169	153.017140	153.236263	152.241268	0.000000	130.005458	
11	156.965979	153.285242	151.351242	152.380207	152.689113	153.584116	149.746343	155.913735	153.940375	151.361214	130.005458	0.000000	
