25
20	0.000000	142.830397	141.993418	148.818195	154.933275	158.536321	158.024898	159.534511	158.302789	160.839389	156.817987	157.419258	159.293273	158.291117	156.552660	156.457878	155.687535	157.390316	155.947908	156.517005	156.656053	156.026383	155.001220	154.698274	158.018404	
24	142.830397	0.000000	137.505105	155.521741	154.167439	157.032509	155.025406	157.273075	158.844609	154.701513	154.450799	155.142697	156.950198	156.251407	154.164279	155.483618	155.542360	155.730744	152.031270	153.921640	155.311158	153.652753	152.559554	150.765017	155.151206	
19	141.993418	137.505105	0.000000	154.017984	155.306865	158.740838	156.590115	155.603359	157.921773	158.565816	154.822130	154.296284	157.353871	155.248364	153.384941	155.668433	154.839598	154.471449	153.300520	156.079090	157.995615	158.832015	156.677753	153.323984	154.729815	
25	148.818195	155.521741	154.017984	0.000000	156.630794	157.535089	157.170501	159.764451	158.056643	158.340000	155.577459	156.013974	160.287984	157.593345	156.755916	157.669791	158.488929	154.156928	155.115719	157.180062	157.408132	158.368594	157.379227	155.981666	159.737264	
9	154.933275	154.167439	155.306865	156.630794	0.000000	154.643197	155.330471	155.875080	154.971539	154.728300	154.026240	153.696815	158.348168	157.203226	150.207399	155.474182	152.601144	155.384153	153.549478	157.152427	155.902872	156.968846	155.652884	153.247316	155.458611	
7	158.536321	157.032509	158.740838	157.535089	154.643197	0.000000	95.223849	158.420921	157.749477	158.261133	157.342283	157.129631	158.053890	155.780790	155.354453	155.027945	156.603832	155.780127	157.963678	158.157845	158.525172	154.985835	156.083350	154.147150	155.600282	
22	158.024898	155.025406	156.590115	157.170501	155.330471	95.223849	0.000000	159.219623	157.540007	159.085808	160.059159	159.929912	157.622972	157.680428	156.029087	157.319663	156.534130	157.019158	159.741656	158.437304	158.214036	157.583179	155.665247	153.024826	158.478112	
3	159.534511	157.273075	155.603359	159.764451	155.875080	158.420921	159.219623	0.000000	78.323014	138.742592	152.161836	152.348003	153.332554	152.592004	156.924069	156.895829	156.630288	155.532263	156.446139	158.245194	157.101144	156.147651	155.041569	154.361412	157.311234	
2	158.302789	158.844609	157.921773	158.056643	154.971539	157.749477	157.540007	78.323014	0.000000	136.924627	151.102427	152.181168	152.322960	152.789318	156.369938	155.584645	154.944172	157.168642	155.272530	158.717176	157.102449	157.250897	153.420162	152.840055	156.461623	
4	160.839389	154.701513	158.565816	158.340000	154.728300	158.261133	159.085808	138.742592	136.924627	0.000000	154.274559	154.136109	156.814285	154.651871	158.593958	155.152206	159.022084	157.812609	155.645445	159.433620	154.967643	157.631502	156.996339	155.472052	157.095465	
17	156.817987	154.450799	154.822130	155.577459	154.026240	157.342283	160.059159	152.161836	151.102427	154.274559	0.000000	14.398491	148.760806	144.338219	154.773735	154.960475	154.614064	154.484265	157.867583	158.314724	157.042338	157.086433	155.282284	156.354185	155.489352	
5	157.419258	155.142697	154.296284	156.013974	153.696815	157.129631	159.929912	152.348003	152.181168	154.136109	14.398491	0.000000	147.979459	144.700114	155.032249	155.226923	155.502961	154.752206	157.013577	159.481398	158.221985	157.775780	155.799792	155.799986	156.706270	
21	159.293273	156.950198	157.353871	160.287984	158.348168	158.053890	157.622972	153.332554	152.322960	156.814285	148.760806	147.979459	0.000000	145.157282	155.582616	157.801748	157.834158	158.039005	157.822781	158.174378	156.974668	160.489281	157.871576	155.466725	158.217706	
6	158.291117	156.251407	155.248364	157.593345	157.203226	155.780790	157.680428	152.592004	152.789318	154.651871	144.338219	144.700114	145.157282	0.000000	156.463314	154.176678	156.273929	156.563464	154.707496	156.185284	153.803779	156.138897	154.236240	153.871986	155.924560	
12	156.552660	154.164279	153.384941	156.755916	150.207399	155.354453	156.029087	156.924069	156.369938	158.593958	154.773735	155.032249	155.582616	156.463314	0.000000	149.424122	149.496334	149.228235	151.544015	151.629644	153.732759	154.209246	154.007269	153.710025	154.364462	
23	156.457878	155.483618	155.668433	157.669791	155.474182	155.027945	157.319663	156.895829	155.584645	155.152206	154.960475	155.226923	157.801748	154.176678	149.424122	0.000000	148.944887	150.412446	152.841207	155.127937	154.863487	156.117837	156.928703	155.895187	153.674068	
10	155.687535	155.542360	154.839598	158.488929	152.601144	156.603832	156.534130	156.630288	154.944172	159.022084	154.614064	155.502961	157.834158	156.273929	149.496334	148.944887	0.000000	99.045916	151.320561	156.131483	159.109548	156.342083	155.139531	155.554564	155.771812	
13	157.390316	155.730744	154.471449	154.156928	155.384153	155.780127	157.019158	155.532263	157.168642	157.812609	154.484265	154.752206	158.039005	156.563464	149.228235	150.412446	99.045916	0.000000	153.777709	154.710998	157.427929	155.173101	154.832688	155.316457	157.222758	
14	155.947908	152.031270	153.300520	155.115719	153.549478	157.963678	159.741656	156.446139	155.272530	155.645445	157.867583	157.013577	157.822781	154.707496	151.544015	152.841207	151.320561	153.777709	0.000000	157.623982	157.448659	156.579310	156.083915	154.455239	156.898205	
8	156.517005	153.921640	156.079090	157.180062	157.152427	158.157845	158.437304	158.245194	158.717176	159.433620	158.314724	159.481398	158.174378	156.185284	151.629644	155.127937	156.131483	154.710998	157.623982	0.000000	156.906024	158.673274	159.242129	159.928815	157.498614	
16	156.656053	155.311158	157.995615	157.408132	155.902872	158.525172	158.214036	157.101144	157.102449	154.967643	157.042338	158.221985	156.974668	153.803779	153.732759	154.863487	159.109548	157.427929	157.448659	156.906024	0.000000	152.350402	158.687538	156.826238	155.650919	
11	156.026383	153.652753	158.832015	158.368594	156.968846	154.985835	157.583179	156.147651	157.250897	157.631502	157.086433	157.775780	160.489281	156.138897	154.209246	156.117837	156.342083	155.173101	156.579310	158.673274	152.350402	0.000000	156.091644	153.643602	156.497797	
18	155.001220	152.559554	156.677753	157.379227	155.652884	156.083350	155.665247	155.041569	153.420162	156.996339	155.282284	155.799792	157.871576	154.236240	154.007269	156.928703	155.139531	154.832688	156.083915	159.242129	158.687538	156.091644	0.000000	123.913685	155.753643	
