12
10	0.000000	54.321274	52.156431	49.820444	102.688999	102.481995	104.485410	99.565077	95.583811	96.896904	97.730534	100.664072	
2	54.321274	0.000000	54.966736	56.850356	105.135135	103.911670	104.796678	100.971739	96.958549	101.155340	101.121725	102.123278	
5	52.156431	54.966736	0.000000	42.942605	102.102136	100.496162	100.084376	98.689640	96.839080	97.680278	99.477135	96.849708	
11	49.820444	56.850356	42.942605	0.000000	104.328226	103.543369	102.479869	98.841639	95.994046	98.651251	99.334629	99.581250	
1	102.688999	105.135135	102.102136	104.328226	0.000000	26.113643	42.855643	99.480058	100.308985	102.973666	103.757946	103.458490	
9	102.481995	103.911670	100.496162	103.543369	26.113643	0.000000	41.707374	99.889781	99.632247	102.774616	104.036948	104.064579	
8	104.485410	104.796678	100.084376	102.479869	42.855643	41.707374	0.000000	102.470778	104.829747	105.936631	107.388326	105.991367	
6	99.565077	100.971739	98.689640	98.841639	99.480058	99.889781	102.470778	0.000000	92.340752	89.628604	90.072963	90.794215	
3	95.583811	96.958549	96.839080	95.994046	100.308985	99.632247	104.829747	92.340752	0.000000	69.007869	72.647113	69.106262	
12	96.896904	101.155340	97.680278	98.651251	102.973666	102.774616	105.936631	89.628604	69.007869	0.000000	67.423423	67.425998	
4	97.730534	101.121725	99.477135	99.334629	103.757946	104.036948	107.388326	90.072963	72.647113	67.423423	0.000000	72.059089	
7	100.664072	102.123278	96.849708	99.581250	103.458490	104.064579	105.991367	90.794215	69.106262	67.425998	72.059089	0.000000	
