12
10	0.000000	54.883523	52.631823	49.925179	103.135779	102.756128	105.029838	99.974180	95.206051	96.754475	97.837399	101.128572	
2	54.883523	0.000000	55.079952	57.172304	105.016894	103.967226	104.965428	101.137572	96.722907	101.309578	100.940724	102.108942	
5	52.631823	55.079952	0.000000	43.085874	102.207986	100.422421	100.155079	98.734743	96.684017	97.907302	99.347237	96.795274	
11	49.925179	57.172304	43.085874	0.000000	104.650367	103.469720	102.726046	99.021401	95.973642	98.940866	99.298573	99.685780	
1	103.135779	105.016894	102.207986	104.650367	0.000000	26.657188	43.390932	99.495209	100.551616	103.093847	103.821659	103.653178	
9	102.756128	103.967226	100.422421	103.469720	26.657188	0.000000	42.061072	99.869474	99.744669	102.756023	104.011269	104.161309	
8	105.029838	104.965428	100.155079	102.726046	43.390932	42.061072	0.000000	102.613230	104.912230	106.144114	107.539341	106.282924	
6	99.974180	101.137572	98.734743	99.021401	99.495209	99.869474	102.613230	0.000000	92.482636	89.546494	90.199194	90.961654	
3	95.206051	96.722907	96.684017	95.973642	100.551616	99.744669	104.912230	92.482636	0.000000	69.371673	72.613179	69.518495	
12	96.754475	101.309578	97.907302	98.940866	103.093847	102.756023	106.144114	89.546494	69.371673	0.000000	67.649126	67.960681	
4	97.837399	100.940724	99.347237	99.298573	103.821659	104.011269	107.539341	90.199194	72.613179	67.649126	0.000000	72.123967	
7	101.128572	102.108942	96.795274	99.685780	103.653178	104.161309	106.282924	90.961654	69.518495	67.960681	72.123967	0.000000	
